t_s,seq,time_ms,phase,step_idx,running,estop,sensor_online,aan_on,torque_mode,link_age_ms,ctrl_loop_us,cross_check,hb_error,cps,amp_r,amp_l,assist_r,aan_factor,aan_driving,HR_ref_deg,HR_deg,HR_vel,HR_iq_a,HR_cmd_nm,HR_grav_nm,HR_ff_nm,HR_meas_nm,HR_effort,HR_patient_nm,HR_patient_status,KR_ref_deg,KR_deg,KR_vel,KR_iq_a,KR_cmd_nm,KR_grav_nm,KR_ff_nm,KR_meas_nm,KR_effort,KR_patient_nm,KR_patient_status,HL_ref_deg,HL_deg,HL_vel,HL_iq_a,HL_cmd_nm,HL_grav_nm,HL_ff_nm,HL_meas_nm,HL_effort,HL_patient_nm,HL_patient_status,KL_ref_deg,KL_deg,KL_vel,KL_iq_a,KL_cmd_nm,KL_grav_nm,KL_ff_nm,KL_meas_nm,KL_effort,KL_patient_nm,KL_patient_status
0.1073,63240,1319510,GAIT,3,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,2,-0.000000,17.861785,11.562501,-0.025930,0.000000,0.000000,0.000000,0.000000,-0.207353,1.159061,ok,-0.000000,8.774550,-0.250000,0.478881,0.000000,0.000000,0.000000,0.000000,3.829515,0.000000,no_baseline,0.000000,-6.167209,-1.718750,-0.181086,0.000000,0.000000,0.000000,0.000000,-1.448108,4.761787,ok,0.000000,0.125433,0.218750,-0.231580,0.000000,0.000000,0.000000,0.000000,-1.851899,0.000000,no_baseline
0.1145,63241,1319551,GAIT,4,1,0,0,0,1,9999,15,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,2,-0.000000,16.060833,12.031251,0.501609,0.000000,0.000000,0.000000,0.000000,4.011268,1.159061,ok,-0.000000,8.716498,0.718750,0.238584,0.000000,0.000000,0.000000,0.000000,1.907909,0.000000,no_baseline,0.000000,-6.394246,-1.468750,-0.232978,0.000000,0.000000,0.000000,0.000000,-1.863076,4.761787,ok,0.000000,0.331932,2.125000,-0.735266,0.000000,0.000000,0.000000,0.000000,-5.879777,0.000000,no_baseline
0.1203,63242,1319571,GAIT,5,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,2,-0.000000,15.133014,12.156251,0.453627,0.000000,0.000000,0.000000,0.000000,3.627564,1.159061,ok,-0.000000,8.645204,1.062500,0.028501,0.000000,0.000000,0.000000,0.000000,0.227920,0.000000,no_baseline,0.000000,-6.496418,-1.343750,-0.224260,0.000000,0.000000,0.000000,0.000000,-1.793361,4.761787,ok,0.000000,0.527708,2.906250,-0.218694,0.000000,0.000000,0.000000,0.000000,-1.748849,0.000000,no_baseline
0.1309,63242,1319571,GAIT,5,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,2,-0.000000,15.133014,12.156251,0.453627,0.000000,0.000000,0.000000,0.000000,3.627564,1.159061,ok,-0.000000,8.645204,1.062500,0.028501,0.000000,0.000000,0.000000,0.000000,0.227920,0.000000,no_baseline,0.000000,-6.496418,-1.343750,-0.224260,0.000000,0.000000,0.000000,0.000000,-1.793361,4.761787,ok,0.000000,0.527708,2.906250,-0.218694,0.000000,0.000000,0.000000,0.000000,-1.748849,0.000000,no_baseline
0.1491,63243,1319591,GAIT,5,1,0,0,0,1,9999,36,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,2,-0.000000,14.261770,11.843751,0.802961,0.000000,0.000000,0.000000,0.000000,6.421122,1.159061,ok,-0.000000,8.536791,1.656250,-0.099903,0.000000,0.000000,0.000000,0.000000,-0.798907,0.000000,no_baseline,0.000000,-6.587386,-1.062500,0.070579,0.000000,0.000000,0.000000,0.000000,0.564410,4.761787,ok,0.000000,0.777332,3.625000,-0.980275,0.000000,0.000000,0.000000,0.000000,-7.839063,0.000000,no_baseline
0.1530,63243,1319591,GAIT,5,1,0,0,0,1,9999,36,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,2,-0.000000,14.261770,11.843751,0.802961,0.000000,0.000000,0.000000,0.000000,6.421122,1.159061,ok,-0.000000,8.536791,1.656250,-0.099903,0.000000,0.000000,0.000000,0.000000,-0.798907,0.000000,no_baseline,0.000000,-6.587386,-1.062500,0.070579,0.000000,0.000000,0.000000,0.000000,0.564410,4.761787,ok,0.000000,0.777332,3.625000,-0.980275,0.000000,0.000000,0.000000,0.000000,-7.839063,0.000000,no_baseline
0.1695,63243,1319591,GAIT,5,1,0,0,0,1,9999,36,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,2,-0.000000,14.261770,11.843751,0.802961,0.000000,0.000000,0.000000,0.000000,6.421122,1.159061,ok,-0.000000,8.536791,1.656250,-0.099903,0.000000,0.000000,0.000000,0.000000,-0.798907,0.000000,no_baseline,0.000000,-6.587386,-1.062500,0.070579,0.000000,0.000000,0.000000,0.000000,0.564410,4.761787,ok,0.000000,0.777332,3.625000,-0.980275,0.000000,0.000000,0.000000,0.000000,-7.839063,0.000000,no_baseline
0.1812,63245,1319631,GAIT,6,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,2,-0.000000,12.550129,10.718751,1.031174,0.000000,0.000000,0.000000,0.000000,8.246095,1.159061,ok,-0.000000,8.199643,2.843750,0.191312,0.000000,0.000000,0.000000,0.000000,1.529882,0.000000,no_baseline,0.000000,-6.687361,-0.156250,0.056297,0.000000,0.000000,0.000000,0.000000,0.450195,4.761787,ok,0.000000,1.442620,5.031250,-0.573535,0.000000,0.000000,0.000000,0.000000,-4.586445,0.000000,no_baseline
0.1813,63245,1319631,GAIT,6,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,2,-0.000000,12.550129,10.718751,1.031174,0.000000,0.000000,0.000000,0.000000,8.246095,1.159061,ok,-0.000000,8.199643,2.843750,0.191312,0.000000,0.000000,0.000000,0.000000,1.529882,0.000000,no_baseline,0.000000,-6.687361,-0.156250,0.056297,0.000000,0.000000,0.000000,0.000000,0.450195,4.761787,ok,0.000000,1.442620,5.031250,-0.573535,0.000000,0.000000,0.000000,0.000000,-4.586445,0.000000,no_baseline
0.1948,63245,1319631,GAIT,6,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,2,-0.000000,12.550129,10.718751,1.031174,0.000000,0.000000,0.000000,0.000000,8.246095,1.159061,ok,-0.000000,8.199643,2.843750,0.191312,0.000000,0.000000,0.000000,0.000000,1.529882,0.000000,no_baseline,0.000000,-6.687361,-0.156250,0.056297,0.000000,0.000000,0.000000,0.000000,0.450195,4.761787,ok,0.000000,1.442620,5.031250,-0.573535,0.000000,0.000000,0.000000,0.000000,-4.586445,0.000000,no_baseline
0.2003,63245,1319631,GAIT,6,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,12.550129,10.718751,1.031174,0.000000,0.000000,0.000000,0.000000,8.246095,9.379978,ok,-0.000000,8.199643,2.843750,0.191312,0.000000,0.000000,0.000000,0.000000,1.529882,0.000000,no_baseline,0.000000,-6.687361,-0.156250,0.056297,0.000000,0.000000,0.000000,0.000000,0.450195,7.185068,ok,0.000000,1.442620,5.031250,-0.573535,0.000000,0.000000,0.000000,0.000000,-4.586445,0.000000,no_baseline
0.2139,63246,1319651,GAIT,6,1,0,0,0,1,9999,18,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,11.774875,10.250001,1.212945,0.000000,0.000000,0.000000,0.000000,9.699681,9.379978,ok,-0.000000,7.961151,3.437500,0.423824,0.000000,0.000000,0.000000,0.000000,3.389235,0.000000,no_baseline,0.000000,-6.690818,0.000000,-0.017657,0.000000,0.000000,0.000000,0.000000,-0.141198,7.185068,ok,0.000000,1.836561,5.437500,0.184768,0.000000,0.000000,0.000000,0.000000,1.477550,0.000000,no_baseline
0.2284,63246,1319651,GAIT,6,1,0,0,0,1,9999,18,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,11.774875,10.250001,1.212945,0.000000,0.000000,0.000000,0.000000,9.699681,9.379978,ok,-0.000000,7.961151,3.437500,0.423824,0.000000,0.000000,0.000000,0.000000,3.389235,0.000000,no_baseline,0.000000,-6.690818,0.000000,-0.017657,0.000000,0.000000,0.000000,0.000000,-0.141198,7.185068,ok,0.000000,1.836561,5.437500,0.184768,0.000000,0.000000,0.000000,0.000000,1.477550,0.000000,no_baseline
0.2311,63247,1319671,GAIT,6,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,11.090281,8.406251,2.139859,0.000000,0.000000,0.000000,0.000000,17.112022,9.379978,ok,-0.000000,7.662162,4.343750,0.008900,0.000000,0.000000,0.000000,0.000000,0.071170,0.000000,no_baseline,0.000000,-6.690818,0.000000,0.103421,0.000000,0.000000,0.000000,0.000000,0.827041,7.185068,ok,0.000000,2.273582,6.125000,-0.918770,0.000000,0.000000,0.000000,0.000000,-7.347222,0.000000,no_baseline
0.2595,63247,1319671,GAIT,6,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,11.090281,8.406251,2.139859,0.000000,0.000000,0.000000,0.000000,17.112022,9.379978,ok,-0.000000,7.662162,4.343750,0.008900,0.000000,0.000000,0.000000,0.000000,0.071170,0.000000,no_baseline,0.000000,-6.690818,0.000000,0.103421,0.000000,0.000000,0.000000,0.000000,0.827041,7.185068,ok,0.000000,2.273582,6.125000,-0.918770,0.000000,0.000000,0.000000,0.000000,-7.347222,0.000000,no_baseline
0.2598,63248,1319691,GAIT,7,1,0,0,0,1,9999,20,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,10.478635,7.750001,1.783690,0.000000,0.000000,0.000000,0.000000,14.263813,9.379978,ok,-0.000000,7.306044,5.031250,0.065347,0.000000,0.000000,0.000000,0.000000,0.522565,0.000000,no_baseline,0.000000,-6.683640,0.343750,-0.074223,0.000000,0.000000,0.000000,0.000000,-0.593544,7.185068,ok,0.000000,2.749466,6.437500,-0.542880,0.000000,0.000000,0.000000,0.000000,-4.341301,0.000000,no_baseline
0.2631,63249,1319711,GAIT,7,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,9.931546,7.031251,1.515244,0.000000,0.000000,0.000000,0.000000,12.117106,9.379978,ok,-0.000000,6.905086,5.625000,-0.150627,0.000000,0.000000,0.000000,0.000000,-1.204533,0.000000,no_baseline,0.000000,-6.626130,1.031250,-0.020833,0.000000,0.000000,0.000000,0.000000,-0.166599,7.185068,ok,0.000000,3.259305,7.000000,-0.434523,0.000000,0.000000,0.000000,0.000000,-3.474794,0.000000,no_baseline
0.2707,63249,1319711,GAIT,7,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,9.931546,7.031251,1.515244,0.000000,0.000000,0.000000,0.000000,12.117106,9.379978,ok,-0.000000,6.905086,5.625000,-0.150627,0.000000,0.000000,0.000000,0.000000,-1.204533,0.000000,no_baseline,0.000000,-6.626130,1.031250,-0.020833,0.000000,0.000000,0.000000,0.000000,-0.166599,7.185068,ok,0.000000,3.259305,7.000000,-0.434523,0.000000,0.000000,0.000000,0.000000,-3.474794,0.000000,no_baseline
0.2804,63250,1319731,GAIT,7,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,9.467659,5.625001,1.649716,0.000000,0.000000,0.000000,0.000000,13.192447,9.379978,ok,-0.000000,6.454413,6.187500,-0.321733,0.000000,0.000000,0.000000,0.000000,-2.572832,0.000000,no_baseline,0.000000,-6.499304,2.062500,-0.019271,0.000000,0.000000,0.000000,0.000000,-0.154109,7.185068,ok,0.000000,3.788377,7.187500,-0.716172,0.000000,0.000000,0.000000,0.000000,-5.727087,0.000000,no_baseline
0.2905,63250,1319731,GAIT,7,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,9.467659,5.625001,1.649716,0.000000,0.000000,0.000000,0.000000,13.192447,9.379978,ok,-0.000000,6.454413,6.187500,-0.321733,0.000000,0.000000,0.000000,0.000000,-2.572832,0.000000,no_baseline,0.000000,-6.499304,2.062500,-0.019271,0.000000,0.000000,0.000000,0.000000,-0.154109,7.185068,ok,0.000000,3.788377,7.187500,-0.716172,0.000000,0.000000,0.000000,0.000000,-5.727087,0.000000,no_baseline
0.3007,63250,1319731,GAIT,7,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,9.467659,5.625001,1.649716,0.000000,0.000000,0.000000,0.000000,13.192447,13.725837,ok,-0.000000,6.454413,6.187500,-0.321733,0.000000,0.000000,0.000000,0.000000,-2.572832,0.000000,no_baseline,0.000000,-6.499304,2.062500,-0.019271,0.000000,0.000000,0.000000,0.000000,-0.154109,0.736728,ok,0.000000,3.788377,7.187500,-0.716172,0.000000,0.000000,0.000000,0.000000,-5.727087,0.000000,no_baseline
0.3124,63251,1319751,GAIT,8,1,0,0,0,1,9999,18,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,9.068592,5.125001,1.145682,0.000000,0.000000,0.000000,0.000000,9.161787,13.725837,ok,-0.000000,5.992606,6.187500,-0.432851,0.000000,0.000000,0.000000,0.000000,-3.461420,0.000000,no_baseline,0.000000,-6.289011,3.312500,0.127204,0.000000,0.000000,0.000000,0.000000,1.017223,0.736728,ok,0.000000,4.357659,7.812500,-0.597664,0.000000,0.000000,0.000000,0.000000,-4.779396,0.000000,no_baseline
0.3245,63252,1319771,GAIT,8,1,0,0,0,1,9999,24,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,8.703288,4.656251,0.857404,0.000000,0.000000,0.000000,0.000000,6.856486,13.725837,ok,-0.000000,5.526801,6.156250,-0.167275,0.000000,0.000000,0.000000,0.000000,-1.337663,0.000000,no_baseline,0.000000,-5.996174,4.281250,0.123612,0.000000,0.000000,0.000000,0.000000,0.988497,0.736728,ok,0.000000,4.962801,8.406251,0.152169,0.000000,0.000000,0.000000,0.000000,1.216863,0.000000,no_baseline
0.3329,63252,1319771,GAIT,8,1,0,0,0,1,9999,24,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,8.703288,4.656251,0.857404,0.000000,0.000000,0.000000,0.000000,6.856486,13.725837,ok,-0.000000,5.526801,6.156250,-0.167275,0.000000,0.000000,0.000000,0.000000,-1.337663,0.000000,no_baseline,0.000000,-5.996174,4.281250,0.123612,0.000000,0.000000,0.000000,0.000000,0.988497,0.736728,ok,0.000000,4.962801,8.406251,0.152169,0.000000,0.000000,0.000000,0.000000,1.216863,0.000000,no_baseline
0.3440,63252,1319771,GAIT,8,1,0,0,0,1,9999,24,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,8.703288,4.656251,0.857404,0.000000,0.000000,0.000000,0.000000,6.856486,13.725837,ok,-0.000000,5.526801,6.156250,-0.167275,0.000000,0.000000,0.000000,0.000000,-1.337663,0.000000,no_baseline,0.000000,-5.996174,4.281250,0.123612,0.000000,0.000000,0.000000,0.000000,0.988497,0.736728,ok,0.000000,4.962801,8.406251,0.152169,0.000000,0.000000,0.000000,0.000000,1.216863,0.000000,no_baseline
0.3504,63253,1319791,GAIT,9,1,0,0,0,1,9999,23,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,8.371004,4.343751,0.560640,0.000000,0.000000,0.000000,0.000000,4.483330,13.725837,ok,-0.000000,5.083305,5.750000,-0.211172,0.000000,0.000000,0.000000,0.000000,-1.688700,0.000000,no_baseline,0.000000,-5.628498,5.312500,0.310202,0.000000,0.000000,0.000000,0.000000,2.480625,0.736728,ok,0.000000,5.608167,8.687501,-0.784982,0.000000,0.000000,0.000000,0.000000,-6.277342,0.000000,no_baseline
0.3605,63253,1319791,GAIT,9,1,0,0,0,1,9999,23,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,8.371004,4.343751,0.560640,0.000000,0.000000,0.000000,0.000000,4.483330,13.725837,ok,-0.000000,5.083305,5.750000,-0.211172,0.000000,0.000000,0.000000,0.000000,-1.688700,0.000000,no_baseline,0.000000,-5.628498,5.312500,0.310202,0.000000,0.000000,0.000000,0.000000,2.480625,0.736728,ok,0.000000,5.608167,8.687501,-0.784982,0.000000,0.000000,0.000000,0.000000,-6.277342,0.000000,no_baseline
0.3749,63253,1319791,GAIT,9,1,0,0,0,1,9999,23,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,8.371004,4.343751,0.560640,0.000000,0.000000,0.000000,0.000000,4.483330,13.725837,ok,-0.000000,5.083305,5.750000,-0.211172,0.000000,0.000000,0.000000,0.000000,-1.688700,0.000000,no_baseline,0.000000,-5.628498,5.312500,0.310202,0.000000,0.000000,0.000000,0.000000,2.480625,0.736728,ok,0.000000,5.608167,8.687501,-0.784982,0.000000,0.000000,0.000000,0.000000,-6.277342,0.000000,no_baseline
0.3887,63253,1319791,GAIT,9,1,0,0,0,1,9999,23,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,8.371004,4.343751,0.560640,0.000000,0.000000,0.000000,0.000000,4.483330,13.725837,ok,-0.000000,5.083305,5.750000,-0.211172,0.000000,0.000000,0.000000,0.000000,-1.688700,0.000000,no_baseline,0.000000,-5.628498,5.312500,0.310202,0.000000,0.000000,0.000000,0.000000,2.480625,0.736728,ok,0.000000,5.608167,8.687501,-0.784982,0.000000,0.000000,0.000000,0.000000,-6.277342,0.000000,no_baseline
0.3921,63254,1319811,GAIT,9,1,0,0,0,1,9999,22,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,0,-0.000000,8.051037,4.218751,0.302039,0.000000,0.000000,0.000000,0.000000,2.415344,13.725837,ok,-0.000000,4.666234,5.375000,0.096611,0.000000,0.000000,0.000000,0.000000,0.772580,0.000000,no_baseline,0.000000,-5.170325,6.750000,-0.116230,0.000000,0.000000,0.000000,0.000000,-0.929469,0.736728,ok,0.000000,6.305023,9.593751,-0.220134,0.000000,0.000000,0.000000,0.000000,-1.760367,0.000000,no_baseline
0.4010,63256,1319851,GAIT,10,1,0,0,0,1,9999,20,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,2,-0.000000,7.466243,3.718751,0.234843,0.000000,0.000000,0.000000,0.000000,1.877995,1.966834,ok,-0.000000,3.983632,3.906250,-0.047629,0.000000,0.000000,0.000000,0.000000,-0.380883,0.000000,no_baseline,0.000000,-4.057439,8.343751,0.232505,0.000000,0.000000,0.000000,0.000000,1.859297,2.452741,ok,0.000000,7.895316,11.625001,-1.435227,0.000000,0.000000,0.000000,0.000000,-11.477225,0.000000,no_baseline
0.4105,63256,1319851,GAIT,10,1,0,0,0,1,9999,20,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,2,-0.000000,7.466243,3.718751,0.234843,0.000000,0.000000,0.000000,0.000000,1.877995,1.966834,ok,-0.000000,3.983632,3.906250,-0.047629,0.000000,0.000000,0.000000,0.000000,-0.380883,0.000000,no_baseline,0.000000,-4.057439,8.343751,0.232505,0.000000,0.000000,0.000000,0.000000,1.859297,2.452741,ok,0.000000,7.895316,11.625001,-1.435227,0.000000,0.000000,0.000000,0.000000,-11.477225,0.000000,no_baseline
0.4207,63257,1319871,GAIT,10,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,2,-0.000000,7.181360,3.781251,0.197005,0.000000,0.000000,0.000000,0.000000,1.575412,1.966834,ok,-0.000000,3.734901,2.968750,0.055935,0.000000,0.000000,0.000000,0.000000,0.447304,0.000000,no_baseline,0.000000,-3.419646,8.968751,0.053395,0.000000,0.000000,0.000000,0.000000,0.426988,2.452741,ok,0.000000,8.808792,12.718751,-1.067536,0.000000,0.000000,0.000000,0.000000,-8.536869,0.000000,no_baseline
0.4353,63257,1319871,GAIT,10,1,0,0,0,1,9999,19,0,0,0.3600,1.0000,1.0000,1.0000,1.0000,2,-0.000000,7.181360,3.781251,0.197005,0.000000,0.000000,0.000000,0.000000,1.575412,1.966834,ok,-0.000000,3.734901,2.968750,0.055935,0.000000,0.000000,0.000000,0.000000,0.447304,0.000000,no_baseline,0.000000,-3.419646,8.968751,0.053395,0.000000,0.000000,0.000000,0.000000,0.426988,2.452741,ok,0.000000,8.808792,12.718751,-1.067536,0.000000,0.000000,0.000000,0.000000,-8.536869,0.000000,no_baseline
