t_s,seq,time_ms,phase,step_idx,running,estop,sensor_online,aan_on,torque_mode,link_age_ms,ctrl_loop_us,cross_check,hb_error,cps,amp_r,amp_l,assist_r,aan_factor,aan_driving,HR_ref_deg,HR_deg,HR_vel,HR_iq_a,HR_cmd_nm,HR_grav_nm,HR_ff_nm,HR_meas_nm,HR_effort,HR_patient_nm,HR_patient_status,KR_ref_deg,KR_deg,KR_vel,KR_iq_a,KR_cmd_nm,KR_grav_nm,KR_ff_nm,KR_meas_nm,KR_effort,KR_patient_nm,KR_patient_status,HL_ref_deg,HL_deg,HL_vel,HL_iq_a,HL_cmd_nm,HL_grav_nm,HL_ff_nm,HL_meas_nm,HL_effort,HL_patient_nm,HL_patient_status,KL_ref_deg,KL_deg,KL_vel,KL_iq_a,KL_cmd_nm,KL_grav_nm,KL_ff_nm,KL_meas_nm,KL_effort,KL_patient_nm,KL_patient_status
0.0066,40611,848080,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.187285,0.000000,-0.312261,0.000000,0.000000,0.000000,0.000000,-2.497092,0.363386,ok,-0.000000,0.061656,0.000000,0.214648,0.000000,0.000000,0.000000,0.000000,1.716499,0.000000,no_baseline,0.000000,7.007082,0.000000,0.101647,0.000000,0.000000,0.000000,0.000000,0.812849,-0.800719,ok,0.000000,-0.000732,0.000000,-0.051703,0.000000,0.000000,0.000000,0.000000,-0.413459,0.000000,no_baseline
0.0176,40611,848080,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.187285,0.000000,-0.312261,0.000000,0.000000,0.000000,0.000000,-2.497092,0.363386,ok,-0.000000,0.061656,0.000000,0.214648,0.000000,0.000000,0.000000,0.000000,1.716499,0.000000,no_baseline,0.000000,7.007082,0.000000,0.101647,0.000000,0.000000,0.000000,0.000000,0.812849,-0.800719,ok,0.000000,-0.000732,0.000000,-0.051703,0.000000,0.000000,0.000000,0.000000,-0.413459,0.000000,no_baseline
0.0268,40611,848080,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.187285,0.000000,-0.312261,0.000000,0.000000,0.000000,0.000000,-2.497092,0.363386,ok,-0.000000,0.061656,0.000000,0.214648,0.000000,0.000000,0.000000,0.000000,1.716499,0.000000,no_baseline,0.000000,7.007082,0.000000,0.101647,0.000000,0.000000,0.000000,0.000000,0.812849,-0.800719,ok,0.000000,-0.000732,0.000000,-0.051703,0.000000,0.000000,0.000000,0.000000,-0.413459,0.000000,no_baseline
0.0610,40613,848120,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.187285,0.000000,-0.254356,0.000000,0.000000,0.000000,0.000000,-2.034030,0.363386,ok,-0.000000,0.061656,0.000000,0.334752,0.000000,0.000000,0.000000,0.000000,2.676943,0.000000,no_baseline,0.000000,7.007082,0.000000,0.085774,0.000000,0.000000,0.000000,0.000000,0.685921,-0.800719,ok,0.000000,-0.000732,0.000000,-0.081706,0.000000,0.000000,0.000000,0.000000,-0.653385,0.000000,no_baseline
0.0612,40613,848120,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.187285,0.000000,-0.254356,0.000000,0.000000,0.000000,0.000000,-2.034030,0.363386,ok,-0.000000,0.061656,0.000000,0.334752,0.000000,0.000000,0.000000,0.000000,2.676943,0.000000,no_baseline,0.000000,7.007082,0.000000,0.085774,0.000000,0.000000,0.000000,0.000000,0.685921,-0.800719,ok,0.000000,-0.000732,0.000000,-0.081706,0.000000,0.000000,0.000000,0.000000,-0.653385,0.000000,no_baseline
0.0719,40613,848120,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.187285,0.000000,-0.254356,0.000000,0.000000,0.000000,0.000000,-2.034030,0.363386,ok,-0.000000,0.061656,0.000000,0.334752,0.000000,0.000000,0.000000,0.000000,2.676943,0.000000,no_baseline,0.000000,7.007082,0.000000,0.085774,0.000000,0.000000,0.000000,0.000000,0.685921,-0.800719,ok,0.000000,-0.000732,0.000000,-0.081706,0.000000,0.000000,0.000000,0.000000,-0.653385,0.000000,no_baseline
0.0758,40613,848120,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.187285,0.000000,-0.254356,0.000000,0.000000,0.000000,0.000000,-2.034030,0.363386,ok,-0.000000,0.061656,0.000000,0.334752,0.000000,0.000000,0.000000,0.000000,2.676943,0.000000,no_baseline,0.000000,7.007082,0.000000,0.085774,0.000000,0.000000,0.000000,0.000000,0.685921,-0.800719,ok,0.000000,-0.000732,0.000000,-0.081706,0.000000,0.000000,0.000000,0.000000,-0.653385,0.000000,no_baseline
0.0859,40613,848120,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.187285,0.000000,-0.254356,0.000000,0.000000,0.000000,0.000000,-2.034030,0.363386,ok,-0.000000,0.061656,0.000000,0.334752,0.000000,0.000000,0.000000,0.000000,2.676943,0.000000,no_baseline,0.000000,7.007082,0.000000,0.085774,0.000000,0.000000,0.000000,0.000000,0.685921,-0.800719,ok,0.000000,-0.000732,0.000000,-0.081706,0.000000,0.000000,0.000000,0.000000,-0.653385,0.000000,no_baseline
0.1172,40613,848120,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.187285,0.000000,-0.254356,0.000000,0.000000,0.000000,0.000000,-2.034030,0.363386,ok,-0.000000,0.061656,0.000000,0.334752,0.000000,0.000000,0.000000,0.000000,2.676943,0.000000,no_baseline,0.000000,7.007082,0.000000,0.085774,0.000000,0.000000,0.000000,0.000000,0.685921,-0.800719,ok,0.000000,-0.000732,0.000000,-0.081706,0.000000,0.000000,0.000000,0.000000,-0.653385,0.000000,no_baseline
0.1380,40613,848120,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.187285,0.000000,-0.254356,0.000000,0.000000,0.000000,0.000000,-2.034030,0.128845,ok,-0.000000,0.061656,0.000000,0.334752,0.000000,0.000000,0.000000,0.000000,2.676943,0.000000,no_baseline,0.000000,7.007082,0.000000,0.085774,0.000000,0.000000,0.000000,0.000000,0.685921,-0.941890,ok,0.000000,-0.000732,0.000000,-0.081706,0.000000,0.000000,0.000000,0.000000,-0.653385,0.000000,no_baseline
0.1380,40613,848120,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.187285,0.000000,-0.254356,0.000000,0.000000,0.000000,0.000000,-2.034030,0.128845,ok,-0.000000,0.061656,0.000000,0.334752,0.000000,0.000000,0.000000,0.000000,2.676943,0.000000,no_baseline,0.000000,7.007082,0.000000,0.085774,0.000000,0.000000,0.000000,0.000000,0.685921,-0.941890,ok,0.000000,-0.000732,0.000000,-0.081706,0.000000,0.000000,0.000000,0.000000,-0.653385,0.000000,no_baseline
0.1497,40613,848120,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.187285,0.000000,-0.254356,0.000000,0.000000,0.000000,0.000000,-2.034030,0.128845,ok,-0.000000,0.061656,0.000000,0.334752,0.000000,0.000000,0.000000,0.000000,2.676943,0.000000,no_baseline,0.000000,7.007082,0.000000,0.085774,0.000000,0.000000,0.000000,0.000000,0.685921,-0.941890,ok,0.000000,-0.000732,0.000000,-0.081706,0.000000,0.000000,0.000000,0.000000,-0.653385,0.000000,no_baseline
0.1565,40613,848120,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.187285,0.000000,-0.254356,0.000000,0.000000,0.000000,0.000000,-2.034030,0.128845,ok,-0.000000,0.061656,0.000000,0.334752,0.000000,0.000000,0.000000,0.000000,2.676943,0.000000,no_baseline,0.000000,7.007082,0.000000,0.085774,0.000000,0.000000,0.000000,0.000000,0.685921,-0.941890,ok,0.000000,-0.000732,0.000000,-0.081706,0.000000,0.000000,0.000000,0.000000,-0.653385,0.000000,no_baseline
0.1681,40614,848140,GAIT,0,1,0,0,0,1,9999,11,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.187285,0.000000,-0.420530,0.000000,0.000000,0.000000,0.000000,-3.362891,0.128845,ok,-0.000000,0.061656,0.000000,-0.198619,0.000000,0.000000,0.000000,0.000000,-1.588315,0.000000,no_baseline,0.000000,7.007082,0.000000,0.257226,0.000000,0.000000,0.000000,0.000000,2.056988,-0.941890,ok,0.000000,-0.000732,0.000000,0.100142,0.000000,0.000000,0.000000,0.000000,0.800817,0.000000,no_baseline
0.1769,40617,848200,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.242232,-0.562500,-0.174009,0.000000,0.000000,0.000000,0.000000,-1.391519,0.128845,ok,-0.000000,0.061656,0.000000,0.043018,0.000000,0.000000,0.000000,0.000000,0.344007,0.000000,no_baseline,0.000000,7.007082,0.000000,0.065428,0.000000,0.000000,0.000000,0.000000,0.523212,-0.941890,ok,0.000000,-0.000732,0.000000,-0.079684,0.000000,0.000000,0.000000,0.000000,-0.637217,0.000000,no_baseline
0.2031,40619,848240,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.361162,-1.000000,0.090227,0.000000,0.000000,0.000000,0.000000,0.721527,0.128845,ok,-0.000000,0.061656,0.000000,-0.000608,0.000000,0.000000,0.000000,0.000000,-0.004860,0.000000,no_baseline,0.000000,7.007082,0.000000,0.067132,0.000000,0.000000,0.000000,0.000000,0.536842,-0.941890,ok,0.000000,-0.000732,0.000000,-0.201238,0.000000,0.000000,0.000000,0.000000,-1.609259,0.000000,no_baseline
0.2032,40619,848240,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.361162,-1.000000,0.090227,0.000000,0.000000,0.000000,0.000000,0.721527,0.128845,ok,-0.000000,0.061656,0.000000,-0.000608,0.000000,0.000000,0.000000,0.000000,-0.004860,0.000000,no_baseline,0.000000,7.007082,0.000000,0.067132,0.000000,0.000000,0.000000,0.000000,0.536842,-0.941890,ok,0.000000,-0.000732,0.000000,-0.201238,0.000000,0.000000,0.000000,0.000000,-1.609259,0.000000,no_baseline
0.2213,40620,848260,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.441011,-1.125000,-0.129113,0.000000,0.000000,0.000000,0.000000,-1.032494,0.128845,ok,-0.000000,0.061656,0.000000,-0.044442,0.000000,0.000000,0.000000,0.000000,-0.355390,0.000000,no_baseline,0.000000,7.007082,0.000000,0.062395,0.000000,0.000000,0.000000,0.000000,0.498957,-0.941890,ok,0.000000,-0.000732,0.000000,-0.004544,0.000000,0.000000,0.000000,0.000000,-0.036336,0.000000,no_baseline
0.2221,40621,848280,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.536402,-1.375000,0.209108,0.000000,0.000000,0.000000,0.000000,1.672196,0.128845,ok,-0.000000,0.061656,0.000000,0.160328,0.000000,0.000000,0.000000,0.000000,1.282111,0.000000,no_baseline,0.000000,7.007082,0.000000,0.147296,0.000000,0.000000,0.000000,0.000000,1.177896,-0.941890,ok,0.000000,-0.000732,0.000000,-0.020217,0.000000,0.000000,0.000000,0.000000,-0.161670,0.000000,no_baseline
0.2260,40622,848300,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.642192,-1.437500,-0.223645,0.000000,0.000000,0.000000,0.000000,-1.788443,2.924096,ok,-0.000000,0.061656,0.000000,0.036165,0.000000,0.000000,0.000000,0.000000,0.289205,0.000000,no_baseline,0.000000,7.007082,0.000000,0.057262,0.000000,0.000000,0.000000,0.000000,0.457910,-1.169901,ok,0.000000,-0.000732,0.000000,0.100641,0.000000,0.000000,0.000000,0.000000,0.804803,0.000000,no_baseline
0.2382,40622,848300,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.642192,-1.437500,-0.223645,0.000000,0.000000,0.000000,0.000000,-1.788443,2.924096,ok,-0.000000,0.061656,0.000000,0.036165,0.000000,0.000000,0.000000,0.000000,0.289205,0.000000,no_baseline,0.000000,7.007082,0.000000,0.057262,0.000000,0.000000,0.000000,0.000000,0.457910,-1.169901,ok,0.000000,-0.000732,0.000000,0.100641,0.000000,0.000000,0.000000,0.000000,0.804803,0.000000,no_baseline
0.2687,40623,848320,GAIT,0,1,0,0,0,1,9999,39,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.760654,-1.625000,0.018532,0.000000,0.000000,0.000000,0.000000,0.148193,2.924096,ok,-0.000000,0.061656,0.000000,0.033538,0.000000,0.000000,0.000000,0.000000,0.268200,0.000000,no_baseline,0.000000,7.007082,0.000000,0.139879,0.000000,0.000000,0.000000,0.000000,1.118587,-1.169901,ok,0.000000,-0.000732,0.000000,-0.081006,0.000000,0.000000,0.000000,0.000000,-0.647786,0.000000,no_baseline
0.2876,40623,848320,GAIT,0,1,0,0,0,1,9999,39,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.760654,-1.625000,0.018532,0.000000,0.000000,0.000000,0.000000,0.148193,2.924096,ok,-0.000000,0.061656,0.000000,0.033538,0.000000,0.000000,0.000000,0.000000,0.268200,0.000000,no_baseline,0.000000,7.007082,0.000000,0.139879,0.000000,0.000000,0.000000,0.000000,1.118587,-1.169901,ok,0.000000,-0.000732,0.000000,-0.081006,0.000000,0.000000,0.000000,0.000000,-0.647786,0.000000,no_baseline
0.2879,40623,848320,GAIT,0,1,0,0,0,1,9999,39,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.760654,-1.625000,0.018532,0.000000,0.000000,0.000000,0.000000,0.148193,2.924096,ok,-0.000000,0.061656,0.000000,0.033538,0.000000,0.000000,0.000000,0.000000,0.268200,0.000000,no_baseline,0.000000,7.007082,0.000000,0.139879,0.000000,0.000000,0.000000,0.000000,1.118587,-1.169901,ok,0.000000,-0.000732,0.000000,-0.081006,0.000000,0.000000,0.000000,0.000000,-0.647786,0.000000,no_baseline
0.2968,40623,848320,GAIT,0,1,0,0,0,1,9999,39,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.760654,-1.625000,0.018532,0.000000,0.000000,0.000000,0.000000,0.148193,2.924096,ok,-0.000000,0.061656,0.000000,0.033538,0.000000,0.000000,0.000000,0.000000,0.268200,0.000000,no_baseline,0.000000,7.007082,0.000000,0.139879,0.000000,0.000000,0.000000,0.000000,1.118587,-1.169901,ok,0.000000,-0.000732,0.000000,-0.081006,0.000000,0.000000,0.000000,0.000000,-0.647786,0.000000,no_baseline
0.3062,40623,848320,GAIT,0,1,0,0,0,1,9999,39,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.760654,-1.625000,0.018532,0.000000,0.000000,0.000000,0.000000,0.148193,2.924096,ok,-0.000000,0.061656,0.000000,0.033538,0.000000,0.000000,0.000000,0.000000,0.268200,0.000000,no_baseline,0.000000,7.007082,0.000000,0.139879,0.000000,0.000000,0.000000,0.000000,1.118587,-1.169901,ok,0.000000,-0.000732,0.000000,-0.081006,0.000000,0.000000,0.000000,0.000000,-0.647786,0.000000,no_baseline
0.3165,40623,848320,GAIT,0,1,0,0,0,1,9999,39,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.760654,-1.625000,0.018532,0.000000,0.000000,0.000000,0.000000,0.148193,2.924096,ok,-0.000000,0.061656,0.000000,0.033538,0.000000,0.000000,0.000000,0.000000,0.268200,0.000000,no_baseline,0.000000,7.007082,0.000000,0.139879,0.000000,0.000000,0.000000,0.000000,1.118587,-1.169901,ok,0.000000,-0.000732,0.000000,-0.081006,0.000000,0.000000,0.000000,0.000000,-0.647786,0.000000,no_baseline
0.3269,40623,848320,GAIT,0,1,0,0,0,1,9999,39,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.760654,-1.625000,0.018532,0.000000,0.000000,0.000000,0.000000,0.148193,2.924096,ok,-0.000000,0.061656,0.000000,0.033538,0.000000,0.000000,0.000000,0.000000,0.268200,0.000000,no_baseline,0.000000,7.007082,0.000000,0.139879,0.000000,0.000000,0.000000,0.000000,1.118587,-1.169901,ok,0.000000,-0.000732,0.000000,-0.081006,0.000000,0.000000,0.000000,0.000000,-0.647786,0.000000,no_baseline
0.3535,40623,848320,GAIT,0,1,0,0,0,1,9999,39,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.760654,-1.625000,0.018532,0.000000,0.000000,0.000000,0.000000,0.148193,2.924096,ok,-0.000000,0.061656,0.000000,0.033538,0.000000,0.000000,0.000000,0.000000,0.268200,0.000000,no_baseline,0.000000,7.007082,0.000000,0.139879,0.000000,0.000000,0.000000,0.000000,1.118587,-1.169901,ok,0.000000,-0.000732,0.000000,-0.081006,0.000000,0.000000,0.000000,0.000000,-0.647786,0.000000,no_baseline
0.3619,40623,848320,GAIT,0,1,0,0,0,1,9999,39,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.760654,-1.625000,0.018532,0.000000,0.000000,0.000000,0.000000,0.148193,4.879607,ok,-0.000000,0.061656,0.000000,0.033538,0.000000,0.000000,0.000000,0.000000,0.268200,0.000000,no_baseline,0.000000,7.007082,0.000000,0.139879,0.000000,0.000000,0.000000,0.000000,1.118587,-0.509224,ok,0.000000,-0.000732,0.000000,-0.081006,0.000000,0.000000,0.000000,0.000000,-0.647786,0.000000,no_baseline
0.3731,40623,848320,GAIT,0,1,0,0,0,1,9999,39,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.760654,-1.625000,0.018532,0.000000,0.000000,0.000000,0.000000,0.148193,4.879607,ok,-0.000000,0.061656,0.000000,0.033538,0.000000,0.000000,0.000000,0.000000,0.268200,0.000000,no_baseline,0.000000,7.007082,0.000000,0.139879,0.000000,0.000000,0.000000,0.000000,1.118587,-0.509224,ok,0.000000,-0.000732,0.000000,-0.081006,0.000000,0.000000,0.000000,0.000000,-0.647786,0.000000,no_baseline
0.3772,40624,848340,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,6.889619,-1.781250,0.047592,0.000000,0.000000,0.000000,0.000000,0.380580,4.879607,ok,-0.000000,0.061656,0.000000,0.236057,0.000000,0.000000,0.000000,0.000000,1.887699,0.000000,no_baseline,0.000000,7.007082,0.000000,0.052807,0.000000,0.000000,0.000000,0.000000,0.422290,-0.509224,ok,0.000000,-0.000732,0.000000,-0.263981,0.000000,0.000000,0.000000,0.000000,-2.111006,0.000000,no_baseline
0.3860,40628,848420,GAIT,0,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,7.514273,-2.312500,-0.023856,0.000000,0.000000,0.000000,0.000000,-0.190774,4.879607,ok,-0.000000,0.061656,0.000000,-0.017283,0.000000,0.000000,0.000000,0.000000,-0.138207,0.000000,no_baseline,0.000000,7.007082,0.000000,0.051552,0.000000,0.000000,0.000000,0.000000,0.412249,-0.509224,ok,0.000000,-0.000732,0.000000,0.040994,0.000000,0.000000,0.000000,0.000000,0.327819,0.000000,no_baseline
0.4302,40631,848480,GAIT,49,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,8.079176,-2.718750,0.130476,0.000000,0.000000,0.000000,0.000000,1.043391,4.879607,ok,-0.000000,0.061656,0.000000,0.221686,0.000000,0.000000,0.000000,0.000000,1.772782,0.000000,no_baseline,0.000000,7.007082,0.000000,0.174712,0.000000,0.000000,0.000000,0.000000,1.397136,-0.509224,ok,0.000000,-0.000732,0.000000,-0.137582,0.000000,0.000000,0.000000,0.000000,-1.100216,0.000000,no_baseline
0.4305,40632,848500,GAIT,49,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,8.291548,-2.906250,-0.210106,0.000000,0.000000,0.000000,0.000000,-1.680176,4.879607,ok,-0.000000,0.061656,0.000000,0.261637,0.000000,0.000000,0.000000,0.000000,2.092259,0.000000,no_baseline,0.000000,7.007082,0.000000,0.044593,0.000000,0.000000,0.000000,0.000000,0.356604,-0.509224,ok,0.000000,-0.000732,0.000000,-0.016461,0.000000,0.000000,0.000000,0.000000,-0.131635,0.000000,no_baseline
0.4425,40632,848500,GAIT,49,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,8.291548,-2.906250,-0.210106,0.000000,0.000000,0.000000,0.000000,-1.680176,4.879607,ok,-0.000000,0.061656,0.000000,0.261637,0.000000,0.000000,0.000000,0.000000,2.092259,0.000000,no_baseline,0.000000,7.007082,0.000000,0.044593,0.000000,0.000000,0.000000,0.000000,0.356604,-0.509224,ok,0.000000,-0.000732,0.000000,-0.016461,0.000000,0.000000,0.000000,0.000000,-0.131635,0.000000,no_baseline
0.4458,40632,848500,GAIT,49,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,8.291548,-2.906250,-0.210106,0.000000,0.000000,0.000000,0.000000,-1.680176,4.879607,ok,-0.000000,0.061656,0.000000,0.261637,0.000000,0.000000,0.000000,0.000000,2.092259,0.000000,no_baseline,0.000000,7.007082,0.000000,0.044593,0.000000,0.000000,0.000000,0.000000,0.356604,-0.509224,ok,0.000000,-0.000732,0.000000,-0.016461,0.000000,0.000000,0.000000,0.000000,-0.131635,0.000000,no_baseline
0.4581,40632,848500,GAIT,49,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,8.291548,-2.906250,-0.210106,0.000000,0.000000,0.000000,0.000000,-1.680176,4.879607,ok,-0.000000,0.061656,0.000000,0.261637,0.000000,0.000000,0.000000,0.000000,2.092259,0.000000,no_baseline,0.000000,7.007082,0.000000,0.044593,0.000000,0.000000,0.000000,0.000000,0.356604,-0.509224,ok,0.000000,-0.000732,0.000000,-0.016461,0.000000,0.000000,0.000000,0.000000,-0.131635,0.000000,no_baseline
0.4665,40632,848500,GAIT,49,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,8.291548,-2.906250,-0.210106,0.000000,0.000000,0.000000,0.000000,-1.680176,4.879607,ok,-0.000000,0.061656,0.000000,0.261637,0.000000,0.000000,0.000000,0.000000,2.092259,0.000000,no_baseline,0.000000,7.007082,0.000000,0.044593,0.000000,0.000000,0.000000,0.000000,0.356604,-0.509224,ok,0.000000,-0.000732,0.000000,-0.016461,0.000000,0.000000,0.000000,0.000000,-0.131635,0.000000,no_baseline
0.4766,40632,848500,GAIT,49,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,8.291548,-2.906250,-0.210106,0.000000,0.000000,0.000000,0.000000,-1.680176,3.313381,ok,-0.000000,0.061656,0.000000,0.261637,0.000000,0.000000,0.000000,0.000000,2.092259,0.000000,no_baseline,0.000000,7.007082,0.000000,0.044593,0.000000,0.000000,0.000000,0.000000,0.356604,-1.271207,ok,0.000000,-0.000732,0.000000,-0.016461,0.000000,0.000000,0.000000,0.000000,-0.131635,0.000000,no_baseline
0.4868,40632,848500,GAIT,49,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,8.291548,-2.906250,-0.210106,0.000000,0.000000,0.000000,0.000000,-1.680176,3.313381,ok,-0.000000,0.061656,0.000000,0.261637,0.000000,0.000000,0.000000,0.000000,2.092259,0.000000,no_baseline,0.000000,7.007082,0.000000,0.044593,0.000000,0.000000,0.000000,0.000000,0.356604,-1.271207,ok,0.000000,-0.000732,0.000000,-0.016461,0.000000,0.000000,0.000000,0.000000,-0.131635,0.000000,no_baseline
0.5153,40632,848500,GAIT,49,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,8.291548,-2.906250,-0.210106,0.000000,0.000000,0.000000,0.000000,-1.680176,3.313381,ok,-0.000000,0.061656,0.000000,0.261637,0.000000,0.000000,0.000000,0.000000,2.092259,0.000000,no_baseline,0.000000,7.007082,0.000000,0.044593,0.000000,0.000000,0.000000,0.000000,0.356604,-1.271207,ok,0.000000,-0.000732,0.000000,-0.016461,0.000000,0.000000,0.000000,0.000000,-0.131635,0.000000,no_baseline
0.5230,40632,848500,GAIT,49,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,8.291548,-2.906250,-0.210106,0.000000,0.000000,0.000000,0.000000,-1.680176,3.313381,ok,-0.000000,0.061656,0.000000,0.261637,0.000000,0.000000,0.000000,0.000000,2.092259,0.000000,no_baseline,0.000000,7.007082,0.000000,0.044593,0.000000,0.000000,0.000000,0.000000,0.356604,-1.271207,ok,0.000000,-0.000732,0.000000,-0.016461,0.000000,0.000000,0.000000,0.000000,-0.131635,0.000000,no_baseline
0.5340,40632,848500,GAIT,49,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,8.291548,-2.906250,-0.210106,0.000000,0.000000,0.000000,0.000000,-1.680176,3.313381,ok,-0.000000,0.061656,0.000000,0.261637,0.000000,0.000000,0.000000,0.000000,2.092259,0.000000,no_baseline,0.000000,7.007082,0.000000,0.044593,0.000000,0.000000,0.000000,0.000000,0.356604,-1.271207,ok,0.000000,-0.000732,0.000000,-0.016461,0.000000,0.000000,0.000000,0.000000,-0.131635,0.000000,no_baseline
0.5386,40632,848500,GAIT,49,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,8.291548,-2.906250,-0.210106,0.000000,0.000000,0.000000,0.000000,-1.680176,3.313381,ok,-0.000000,0.061656,0.000000,0.261637,0.000000,0.000000,0.000000,0.000000,2.092259,0.000000,no_baseline,0.000000,7.007082,0.000000,0.044593,0.000000,0.000000,0.000000,0.000000,0.356604,-1.271207,ok,0.000000,-0.000732,0.000000,-0.016461,0.000000,0.000000,0.000000,0.000000,-0.131635,0.000000,no_baseline
0.5475,40632,848500,GAIT,49,1,0,0,0,1,9999,7,0,0,0.3600,1.0000,1.0000,0.5000,1.0000,0,-0.000000,8.291548,-2.906250,-0.210106,0.000000,0.000000,0.000000,0.000000,-1.680176,3.313381,ok,-0.000000,0.061656,0.000000,0.261637,0.000000,0.000000,0.000000,0.000000,2.092259,0.000000,no_baseline,0.000000,7.007082,0.000000,0.044593,0.000000,0.000000,0.000000,0.000000,0.356604,-1.271207,ok,0.000000,-0.000732,0.000000,-0.016461,0.000000,0.000000,0.000000,0.000000,-0.131635,0.000000,no_baseline
